github.com/inconshreveable/mousetrap,https://github.com/inconshreveable/mousetrap/blob/v1.1.0/LICENSE,Apache-2.0
github.com/spf13/cobra,https://github.com/spf13/cobra/blob/v1.8.0/LICENSE.txt,Apache-2.0
github.com/spf13/pflag,https://github.com/spf13/pflag/blob/v1.0.5/LICENSE,BSD-3-Clause
