Name,SPDXID,Version,DownloadLocation,License
"string_decoder","SPDXRef-Package-string_decoder-1.1.1","1.1.1","https://registry.npmjs.org/string_decoder/-/string_decoder-1.1.1.tgz","MIT"
"string_decoder","SPDXRef-Package-string_decoder-1.3.0","1.3.0","https://registry.npmjs.org/string_decoder/-/string_decoder-1.3.0.tgz","MIT"
"string-width","SPDXRef-Package-string-width-5.1.2","5.1.2","https://registry.npmjs.org/string-width/-/string-width-5.1.2.tgz","MIT"
"string-width","SPDXRef-Package-string-width-4.2.3","4.2.3","https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz","MIT"
"strip-ansi","SPDXRef-Package-strip-ansi-6.0.1","6.0.1","https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz","MIT"
"strip-json-comments","SPDXRef-Package-strip-json-comments-5.0.3","5.0.3","https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-5.0.3.tgz","MIT"
"tar-stream","SPDXRef-Package-tar-stream-3.2.0","3.2.0","https://registry.npmjs.org/tar-stream/-/tar-stream-3.2.0.tgz","MIT"
"teex","SPDXRef-Package-teex-1.0.1","1.0.1","https://registry.npmjs.org/teex/-/teex-1.0.1.tgz","MIT"
"text-decoder","SPDXRef-Package-text-decoder-1.2.7","1.2.7","https://registry.npmjs.org/text-decoder/-/text-decoder-1.2.7.tgz","Apache-2.0"
"thread-stream","SPDXRef-Package-thread-stream-4.2.0","4.2.0","https://registry.npmjs.org/thread-stream/-/thread-stream-4.2.0.tgz","MIT"
"tree-sitter","SPDXRef-Package-tree-sitter-0.22.4","0.22.4","https://registry.npmjs.org/tree-sitter/-/tree-sitter-0.22.4.tgz","MIT"
"tree-sitter-json","SPDXRef-Package-tree-sitter-json-0.24.8","0.24.8","https://registry.npmjs.org/tree-sitter-json/-/tree-sitter-json-0.24.8.tgz","MIT"
"ts-essentials","SPDXRef-Package-ts-essentials-10.2.1","10.2.1","https://registry.npmjs.org/ts-essentials/-/ts-essentials-10.2.1.tgz","MIT"
"util-deprecate","SPDXRef-Package-util-deprecate-1.0.2","1.0.2","https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz","MIT"
"vscode-jsonrpc","SPDXRef-Package-vscode-jsonrpc-8.2.0","8.2.0","https://registry.npmjs.org/vscode-jsonrpc/-/vscode-jsonrpc-8.2.0.tgz","MIT"
"vscode-languageserver","SPDXRef-Package-vscode-languageserver-9.0.1","9.0.1","https://registry.npmjs.org/vscode-languageserver/-/vscode-languageserver-9.0.1.tgz","MIT"
"vscode-languageserver-protocol","SPDXRef-Package-vscode-languageserver-protocol-3.17.5","3.17.5","https://registry.npmjs.org/vscode-languageserver-protocol/-/vscode-languageserver-protocol-3.17.5.tgz","MIT"
"vscode-languageserver-textdocument","SPDXRef-Package-vscode-languageserver-textdocument-1.0.12","1.0.12","https://registry.npmjs.org/vscode-languageserver-textdocument/-/vscode-languageserver-textdocument-1.0.12.tgz","MIT"
"vscode-languageserver-types","SPDXRef-Package-vscode-languageserver-types-3.17.5","3.17.5","https://registry.npmjs.org/vscode-languageserver-types/-/vscode-languageserver-types-3.17.5.tgz","MIT"
"vscode-uri","SPDXRef-Package-vscode-uri-3.1.0","3.1.0","https://registry.npmjs.org/vscode-uri/-/vscode-uri-3.1.0.tgz","MIT"
"weak-lru-cache","SPDXRef-Package-weak-lru-cache-1.2.2","1.2.2","https://registry.npmjs.org/weak-lru-cache/-/weak-lru-cache-1.2.2.tgz","MIT"
"wrap-ansi","SPDXRef-Package-wrap-ansi-8.1.0","8.1.0","https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-8.1.0.tgz","MIT"
"wrap-ansi","SPDXRef-Package-wrap-ansi-7.0.0","7.0.0","https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-7.0.0.tgz","MIT"
"wrappy","SPDXRef-Package-wrappy-1.0.2","1.0.2","https://registry.npmjs.org/wrappy/-/wrappy-1.0.2.tgz","ISC"
"yauzl","SPDXRef-Package-yauzl-3.3.1","3.3.1","https://registry.npmjs.org/yauzl/-/yauzl-3.3.1.tgz","MIT"
"zip-stream","SPDXRef-Package-zip-stream-6.0.1","6.0.1","https://registry.npmjs.org/zip-stream/-/zip-stream-6.0.1.tgz","MIT"
"zod","SPDXRef-Package-zod-4.4.3","4.4.3","https://registry.npmjs.org/zod/-/zod-4.4.3.tgz","MIT"
